Complaint ID,Citizen Name,Phone,Aadhaar,Complaint,AI Classification,Priority,Department,Date,Status
C0472,Citizen472,9602877556,XXXX XXXX 3011,Neighbor attacked me,Assault,Medium,Local Police,2026-06-15,Open
C0473,Citizen473,9830289844,XXXX XXXX 3989,Bank account hacked,Cyber Crime,High,Local Police,2026-04-20,Open
C0474,Citizen474,9065582606,XXXX XXXX 4914,Online scam,Fraud,High,Local Police,2026-05-14,Open
C0475,Citizen475,9705358095,XXXX XXXX 7096,Neighbor attacked me,Assault,Medium,Local Police,2026-02-21,Open
C0476,Citizen476,9097112808,XXXX XXXX 8577,Someone stole my bike,Theft,Medium,Local Police,2026-07-28,Open
C0477,Citizen477,9658311792,XXXX XXXX 9069,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-01,Open
C0478,Citizen478,9144423636,XXXX XXXX 3666,Online scam,Fraud,High,Local Police,2026-03-09,Open
C0479,Citizen479,9750632448,XXXX XXXX 3748,Online scam,Fraud,High,Local Police,2026-04-13,Open
C0480,Citizen480,9207323664,XXXX XXXX 9762,Someone stole my bike,Theft,Medium,Local Police,2026-04-17,Open
C0481,Citizen481,9220783977,XXXX XXXX 3628,Online scam,Fraud,High,Local Police,2026-07-27,Open
C0482,Citizen482,9022386699,XXXX XXXX 2992,Bank account hacked,Cyber Crime,High,Local Police,2026-01-06,Open
C0483,Citizen483,9101089530,XXXX XXXX 8157,Online scam,Fraud,High,Local Police,2026-02-24,Open
C0484,Citizen484,9191585677,XXXX XXXX 3304,Neighbor attacked me,Assault,Medium,Local Police,2026-04-04,Open
C0485,Citizen485,9792017242,XXXX XXXX 4004,Neighbor attacked me,Assault,Medium,Local Police,2026-07-02,Open
C0486,Citizen486,9901813015,XXXX XXXX 8540,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-17,Open
C0487,Citizen487,9146258724,XXXX XXXX 3136,Neighbor attacked me,Assault,Medium,Local Police,2026-05-09,Open
C0488,Citizen488,9339291484,XXXX XXXX 8320,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-17,Open
C0489,Citizen489,9313429726,XXXX XXXX 9408,Online scam,Fraud,High,Local Police,2026-05-20,Open
C0490,Citizen490,9678439393,XXXX XXXX 6417,Bank account hacked,Cyber Crime,High,Local Police,2026-05-05,Open
C0491,Citizen491,9763400776,XXXX XXXX 9178,Online scam,Fraud,High,Local Police,2026-02-26,Open
C0492,Citizen492,9313541344,XXXX XXXX 8820,Bank account hacked,Cyber Crime,High,Local Police,2026-07-27,Open
C0493,Citizen493,9650108689,XXXX XXXX 6224,Bank account hacked,Cyber Crime,High,Local Police,2026-01-25,Open
C0494,Citizen494,9280404540,XXXX XXXX 8153,Bank account hacked,Cyber Crime,High,Local Police,2026-05-17,Open
C0495,Citizen495,9116527124,XXXX XXXX 7469,Someone stole my bike,Theft,Medium,Local Police,2026-04-23,Open
C0496,Citizen496,9976646215,XXXX XXXX 2307,Neighbor attacked me,Assault,Medium,Local Police,2026-03-15,Open
C0497,Citizen497,9675551219,XXXX XXXX 6990,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-23,Open
C0498,Citizen498,9359996184,XXXX XXXX 2391,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-04,Open
C0499,Citizen499,9076531633,XXXX XXXX 1367,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-08,Open
C0500,Citizen500,9246112761,XXXX XXXX 5459,Online scam,Fraud,High,Local Police,2026-04-12,Open
C0501,Citizen501,9398190015,XXXX XXXX 3887,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-25,Open
C0502,Citizen502,9990322471,XXXX XXXX 2916,Online scam,Fraud,High,Local Police,2026-07-03,Open
C0503,Citizen503,9288092116,XXXX XXXX 4226,Bank account hacked,Cyber Crime,High,Local Police,2026-05-20,Open
C0504,Citizen504,9647626791,XXXX XXXX 8723,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-16,Open
C0505,Citizen505,9066148921,XXXX XXXX 9501,Neighbor attacked me,Assault,Medium,Local Police,2026-05-28,Open
C0506,Citizen506,9969572830,XXXX XXXX 3382,Neighbor attacked me,Assault,Medium,Local Police,2026-05-22,Open
C0507,Citizen507,9504142499,XXXX XXXX 3934,Online scam,Fraud,High,Local Police,2026-02-11,Open
C0508,Citizen508,9662668416,XXXX XXXX 2880,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-26,Open
C0509,Citizen509,9061769732,XXXX XXXX 3692,Neighbor attacked me,Assault,Medium,Local Police,2026-01-24,Open
C0510,Citizen510,9187032387,XXXX XXXX 4544,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-21,Open
C0511,Citizen511,9782886131,XXXX XXXX 7131,Bank account hacked,Cyber Crime,High,Local Police,2026-03-04,Open
C0512,Citizen512,9979241087,XXXX XXXX 7012,Neighbor attacked me,Assault,Medium,Local Police,2026-06-14,Open
C0513,Citizen513,9170609716,XXXX XXXX 2764,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-19,Open
C0514,Citizen514,9995980020,XXXX XXXX 8464,Neighbor attacked me,Assault,Medium,Local Police,2026-04-19,Open
C0515,Citizen515,9194216826,XXXX XXXX 1493,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-21,Open
C0516,Citizen516,9147025099,XXXX XXXX 8128,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-08,Open
C0517,Citizen517,9182288760,XXXX XXXX 5840,Neighbor attacked me,Assault,Medium,Local Police,2026-07-21,Open
C0518,Citizen518,9328967429,XXXX XXXX 9867,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-18,Open
C0519,Citizen519,9703221950,XXXX XXXX 4514,Online scam,Fraud,High,Local Police,2026-06-01,Open
C0520,Citizen520,9417239999,XXXX XXXX 3254,Someone stole my bike,Theft,Medium,Local Police,2026-02-08,Open
C0521,Citizen521,9083944932,XXXX XXXX 6713,Someone stole my bike,Theft,Medium,Local Police,2026-03-23,Open
C0522,Citizen522,9518303117,XXXX XXXX 4904,Online scam,Fraud,High,Local Police,2026-02-12,Open
C0523,Citizen523,9056014888,XXXX XXXX 8428,Neighbor attacked me,Assault,Medium,Local Police,2026-03-16,Open
C0524,Citizen524,9024639498,XXXX XXXX 7964,Someone stole my bike,Theft,Medium,Local Police,2026-01-15,Open
C0525,Citizen525,9033935642,XXXX XXXX 5029,Bank account hacked,Cyber Crime,High,Local Police,2026-07-14,Open
C0526,Citizen526,9578035215,XXXX XXXX 6768,Someone stole my bike,Theft,Medium,Local Police,2026-01-21,Open
C0527,Citizen527,9730901480,XXXX XXXX 7377,Online scam,Fraud,High,Local Police,2026-07-15,Open
C0528,Citizen528,9269695755,XXXX XXXX 3429,Online scam,Fraud,High,Local Police,2026-03-27,Open
C0529,Citizen529,9324504667,XXXX XXXX 2428,Bank account hacked,Cyber Crime,High,Local Police,2026-05-26,Open
C0530,Citizen530,9277364649,XXXX XXXX 4532,Someone stole my bike,Theft,Medium,Local Police,2026-04-26,Open
C0531,Citizen531,9849330895,XXXX XXXX 3342,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-18,Open
C0532,Citizen532,9518247819,XXXX XXXX 1664,Bank account hacked,Cyber Crime,High,Local Police,2026-05-20,Open
C0533,Citizen533,9451977397,XXXX XXXX 2140,Online scam,Fraud,High,Local Police,2026-04-02,Open
C0534,Citizen534,9462316964,XXXX XXXX 8780,Online scam,Fraud,High,Local Police,2026-02-13,Open
C0535,Citizen535,9763649515,XXXX XXXX 9975,Online scam,Fraud,High,Local Police,2026-01-17,Open
C0536,Citizen536,9314913576,XXXX XXXX 1774,Neighbor attacked me,Assault,Medium,Local Police,2026-04-17,Open
C0537,Citizen537,9100878347,XXXX XXXX 4561,Online scam,Fraud,High,Local Police,2026-05-23,Open
C0538,Citizen538,9112515300,XXXX XXXX 6225,Bank account hacked,Cyber Crime,High,Local Police,2026-01-06,Open
C0539,Citizen539,9217191290,XXXX XXXX 1717,Online scam,Fraud,High,Local Police,2026-01-26,Open
C0540,Citizen540,9225323616,XXXX XXXX 2138,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-01,Open
C0541,Citizen541,9013857525,XXXX XXXX 1300,Neighbor attacked me,Assault,Medium,Local Police,2026-06-14,Open
C0542,Citizen542,9856911948,XXXX XXXX 8342,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-13,Open
C0543,Citizen543,9901355423,XXXX XXXX 1524,Neighbor attacked me,Assault,Medium,Local Police,2026-03-19,Open
C0544,Citizen544,9547417791,XXXX XXXX 4670,Online scam,Fraud,High,Local Police,2026-05-04,Open
C0545,Citizen545,9090079879,XXXX XXXX 7335,Someone stole my bike,Theft,Medium,Local Police,2026-04-24,Open
C0546,Citizen546,9664792882,XXXX XXXX 5766,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-25,Open
C0547,Citizen547,9037640855,XXXX XXXX 6913,Someone stole my bike,Theft,Medium,Local Police,2026-05-19,Open
C0548,Citizen548,9253014929,XXXX XXXX 3780,Bank account hacked,Cyber Crime,High,Local Police,2026-05-16,Open
C0549,Citizen549,9994888606,XXXX XXXX 5225,Neighbor attacked me,Assault,Medium,Local Police,2026-03-25,Open
C0550,Citizen550,9833757663,XXXX XXXX 9607,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-14,Open
C0551,Citizen551,9369368351,XXXX XXXX 8874,Neighbor attacked me,Assault,Medium,Local Police,2026-06-21,Open
C0552,Citizen552,9735047504,XXXX XXXX 4598,Neighbor attacked me,Assault,Medium,Local Police,2026-01-20,Open
C0553,Citizen553,9077201642,XXXX XXXX 3420,Neighbor attacked me,Assault,Medium,Local Police,2026-06-27,Open
C0554,Citizen554,9201828582,XXXX XXXX 3166,Someone stole my bike,Theft,Medium,Local Police,2026-02-11,Open
C0555,Citizen555,9081682005,XXXX XXXX 2839,Bank account hacked,Cyber Crime,High,Local Police,2026-01-27,Open
C0556,Citizen556,9745039607,XXXX XXXX 6886,Online scam,Fraud,High,Local Police,2026-04-10,Open
C0557,Citizen557,9598049709,XXXX XXXX 7448,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-04,Open
C0558,Citizen558,9479526317,XXXX XXXX 3282,Bank account hacked,Cyber Crime,High,Local Police,2026-02-01,Open
C0559,Citizen559,9180378540,XXXX XXXX 1693,Someone stole my bike,Theft,Medium,Local Police,2026-04-07,Open
C0560,Citizen560,9820365387,XXXX XXXX 2354,Neighbor attacked me,Assault,Medium,Local Police,2026-07-14,Open
C0561,Citizen561,9802284687,XXXX XXXX 3891,Bank account hacked,Cyber Crime,High,Local Police,2026-01-16,Open
C0562,Citizen562,9181873886,XXXX XXXX 4121,Online scam,Fraud,High,Local Police,2026-01-06,Open
C0563,Citizen563,9783156486,XXXX XXXX 6932,Neighbor attacked me,Assault,Medium,Local Police,2026-07-12,Open
C0564,Citizen564,9071098639,XXXX XXXX 4028,Online scam,Fraud,High,Local Police,2026-06-20,Open
C0565,Citizen565,9137760178,XXXX XXXX 3816,Neighbor attacked me,Assault,Medium,Local Police,2026-01-15,Open
C0566,Citizen566,9974491407,XXXX XXXX 6464,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-22,Open
C0567,Citizen567,9164299195,XXXX XXXX 3649,Online scam,Fraud,High,Local Police,2026-05-28,Open
C0568,Citizen568,9334159923,XXXX XXXX 6185,Someone stole my bike,Theft,Medium,Local Police,2026-03-03,Open
C0569,Citizen569,9349285229,XXXX XXXX 5363,Neighbor attacked me,Assault,Medium,Local Police,2026-01-21,Open
C0570,Citizen570,9699463463,XXXX XXXX 5621,Neighbor attacked me,Assault,Medium,Local Police,2026-02-05,Open
C0571,Citizen571,9936186877,XXXX XXXX 6572,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-16,Open
C0572,Citizen572,9366540841,XXXX XXXX 5216,Online scam,Fraud,High,Local Police,2026-01-01,Open
C0573,Citizen573,9230575414,XXXX XXXX 6149,Someone stole my bike,Theft,Medium,Local Police,2026-07-27,Open
C0574,Citizen574,9197087758,XXXX XXXX 3364,Neighbor attacked me,Assault,Medium,Local Police,2026-07-09,Open
C0575,Citizen575,9723653800,XXXX XXXX 4868,Someone stole my bike,Theft,Medium,Local Police,2026-02-04,Open
C0576,Citizen576,9821138438,XXXX XXXX 9056,Someone stole my bike,Theft,Medium,Local Police,2026-07-09,Open
C0577,Citizen577,9909570473,XXXX XXXX 3064,Bank account hacked,Cyber Crime,High,Local Police,2026-06-01,Open
C0578,Citizen578,9879870554,XXXX XXXX 8986,Online scam,Fraud,High,Local Police,2026-03-27,Open
C0579,Citizen579,9662165332,XXXX XXXX 6166,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-08,Open
C0580,Citizen580,9906676575,XXXX XXXX 6346,Bank account hacked,Cyber Crime,High,Local Police,2026-02-02,Open
C0581,Citizen581,9182686797,XXXX XXXX 9704,Online scam,Fraud,High,Local Police,2026-02-14,Open
C0582,Citizen582,9266244998,XXXX XXXX 8104,Someone stole my bike,Theft,Medium,Local Police,2026-07-20,Open
C0583,Citizen583,9479584560,XXXX XXXX 3713,Someone stole my bike,Theft,Medium,Local Police,2026-06-13,Open
C0584,Citizen584,9998027685,XXXX XXXX 3895,Someone stole my bike,Theft,Medium,Local Police,2026-03-01,Open
C0585,Citizen585,9939015475,XXXX XXXX 4540,Someone stole my bike,Theft,Medium,Local Police,2026-01-04,Open
C0586,Citizen586,9839650624,XXXX XXXX 4341,Neighbor attacked me,Assault,Medium,Local Police,2026-02-09,Open
C0587,Citizen587,9767789704,XXXX XXXX 5933,Online scam,Fraud,High,Local Police,2026-01-28,Open
C0588,Citizen588,9735070106,XXXX XXXX 3228,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-13,Open
C0589,Citizen589,9867697834,XXXX XXXX 2956,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-21,Open
C0590,Citizen590,9965348628,XXXX XXXX 8409,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-04,Open
C0591,Citizen591,9218637700,XXXX XXXX 7782,Bank account hacked,Cyber Crime,High,Local Police,2026-02-25,Open
C0592,Citizen592,9338919401,XXXX XXXX 2741,Online scam,Fraud,High,Local Police,2026-05-12,Open
C0593,Citizen593,9957757451,XXXX XXXX 3054,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-15,Open
C0594,Citizen594,9460441384,XXXX XXXX 4538,Neighbor attacked me,Assault,Medium,Local Police,2026-01-16,Open
C0595,Citizen595,9367843848,XXXX XXXX 4658,Bank account hacked,Cyber Crime,High,Local Police,2026-07-04,Open
C0596,Citizen596,9911810135,XXXX XXXX 7056,Online scam,Fraud,High,Local Police,2026-05-11,Open
C0597,Citizen597,9124292262,XXXX XXXX 8637,Someone stole my bike,Theft,Medium,Local Police,2026-05-15,Open
C0598,Citizen598,9519128722,XXXX XXXX 4444,Online scam,Fraud,High,Local Police,2026-04-27,Open
C0599,Citizen599,9699550504,XXXX XXXX 1484,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-26,Open
C0600,Citizen600,9820884154,XXXX XXXX 9239,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-28,Open
C0601,Citizen601,9644445260,XXXX XXXX 7161,Someone stole my bike,Theft,Medium,Local Police,2026-05-28,Open
C0602,Citizen602,9255079065,XXXX XXXX 8101,Bank account hacked,Cyber Crime,High,Local Police,2026-07-18,Open
C0603,Citizen603,9314285845,XXXX XXXX 6088,Neighbor attacked me,Assault,Medium,Local Police,2026-07-20,Open
C0604,Citizen604,9668729080,XXXX XXXX 2947,Online scam,Fraud,High,Local Police,2026-07-01,Open
C0605,Citizen605,9186500788,XXXX XXXX 7600,Someone stole my bike,Theft,Medium,Local Police,2026-01-18,Open
C0606,Citizen606,9891190144,XXXX XXXX 4903,Bank account hacked,Cyber Crime,High,Local Police,2026-02-19,Open
C0607,Citizen607,9705388917,XXXX XXXX 9154,Bank account hacked,Cyber Crime,High,Local Police,2026-05-11,Open
C0608,Citizen608,9274953179,XXXX XXXX 9239,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-15,Open
C0609,Citizen609,9689817298,XXXX XXXX 7422,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-18,Open
C0610,Citizen610,9434138653,XXXX XXXX 7988,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-06,Open
C0611,Citizen611,9422364761,XXXX XXXX 1318,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-05,Open
C0612,Citizen612,9653783040,XXXX XXXX 7404,Online scam,Fraud,High,Local Police,2026-07-14,Open
C0613,Citizen613,9515233808,XXXX XXXX 6784,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-18,Open
C0614,Citizen614,9884661757,XXXX XXXX 4541,Someone stole my bike,Theft,Medium,Local Police,2026-07-15,Open
C0615,Citizen615,9620280244,XXXX XXXX 8689,Someone stole my bike,Theft,Medium,Local Police,2026-06-09,Open
C0616,Citizen616,9250115607,XXXX XXXX 7425,Online scam,Fraud,High,Local Police,2026-04-02,Open
C0617,Citizen617,9369644389,XXXX XXXX 8210,Someone stole my bike,Theft,Medium,Local Police,2026-05-22,Open
C0618,Citizen618,9794967812,XXXX XXXX 5240,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-13,Open
C0619,Citizen619,9885160699,XXXX XXXX 9551,Bank account hacked,Cyber Crime,High,Local Police,2026-02-27,Open
C0620,Citizen620,9764087464,XXXX XXXX 1868,Bank account hacked,Cyber Crime,High,Local Police,2026-01-26,Open
C0621,Citizen621,9036014792,XXXX XXXX 1666,Bank account hacked,Cyber Crime,High,Local Police,2026-05-07,Open
C0622,Citizen622,9459713699,XXXX XXXX 4161,Online scam,Fraud,High,Local Police,2026-04-14,Open
C0623,Citizen623,9613793829,XXXX XXXX 3919,Bank account hacked,Cyber Crime,High,Local Police,2026-04-26,Open
C0624,Citizen624,9070336459,XXXX XXXX 5024,Bank account hacked,Cyber Crime,High,Local Police,2026-02-16,Open
C0625,Citizen625,9595089013,XXXX XXXX 2059,Neighbor attacked me,Assault,Medium,Local Police,2026-04-21,Open
C0626,Citizen626,9726420193,XXXX XXXX 5919,Bank account hacked,Cyber Crime,High,Local Police,2026-06-02,Open
C0627,Citizen627,9949134374,XXXX XXXX 1657,Neighbor attacked me,Assault,Medium,Local Police,2026-02-28,Open
C0628,Citizen628,9133657878,XXXX XXXX 4179,Online scam,Fraud,High,Local Police,2026-07-16,Open
C0629,Citizen629,9427260235,XXXX XXXX 8280,Bank account hacked,Cyber Crime,High,Local Police,2026-01-25,Open
C0630,Citizen630,9088918942,XXXX XXXX 4636,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-28,Open
C0631,Citizen631,9547445020,XXXX XXXX 3047,Neighbor attacked me,Assault,Medium,Local Police,2026-02-11,Open
C0632,Citizen632,9735123030,XXXX XXXX 1003,My car was stolen,Vehicle Theft,Medium,Local Police,2026-06-20,Open
C0633,Citizen633,9951984464,XXXX XXXX 9204,My car was stolen,Vehicle Theft,Medium,Local Police,2026-04-18,Open
C0634,Citizen634,9712375156,XXXX XXXX 8340,Bank account hacked,Cyber Crime,High,Local Police,2026-04-24,Open
C0635,Citizen635,9615262178,XXXX XXXX 5405,Neighbor attacked me,Assault,Medium,Local Police,2026-06-13,Open
C0636,Citizen636,9384574042,XXXX XXXX 1034,Neighbor attacked me,Assault,Medium,Local Police,2026-04-23,Open
C0637,Citizen637,9331822864,XXXX XXXX 7168,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-07,Open
C0638,Citizen638,9190904024,XXXX XXXX 6858,Bank account hacked,Cyber Crime,High,Local Police,2026-05-25,Open
C0639,Citizen639,9233120791,XXXX XXXX 4072,Someone stole my bike,Theft,Medium,Local Police,2026-01-19,Open
C0640,Citizen640,9969324544,XXXX XXXX 3903,Someone stole my bike,Theft,Medium,Local Police,2026-04-09,Open
C0641,Citizen641,9475781007,XXXX XXXX 5246,Online scam,Fraud,High,Local Police,2026-03-08,Open
C0642,Citizen642,9799973010,XXXX XXXX 8747,Neighbor attacked me,Assault,Medium,Local Police,2026-05-10,Open
C0643,Citizen643,9130142905,XXXX XXXX 3198,Someone stole my bike,Theft,Medium,Local Police,2026-05-28,Open
C0644,Citizen644,9831408372,XXXX XXXX 9536,Neighbor attacked me,Assault,Medium,Local Police,2026-06-25,Open
C0645,Citizen645,9154259443,XXXX XXXX 4284,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-22,Open
C0646,Citizen646,9608874001,XXXX XXXX 3737,Someone stole my bike,Theft,Medium,Local Police,2026-02-20,Open
C0647,Citizen647,9805646524,XXXX XXXX 9981,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-12,Open
C0648,Citizen648,9184658494,XXXX XXXX 7694,Online scam,Fraud,High,Local Police,2026-02-09,Open
C0649,Citizen649,9682054716,XXXX XXXX 3148,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-13,Open
C0650,Citizen650,9262660540,XXXX XXXX 2055,Bank account hacked,Cyber Crime,High,Local Police,2026-05-15,Open
C0651,Citizen651,9307728645,XXXX XXXX 9275,Neighbor attacked me,Assault,Medium,Local Police,2026-04-20,Open
C0652,Citizen652,9311916676,XXXX XXXX 1951,Online scam,Fraud,High,Local Police,2026-07-26,Open
C0653,Citizen653,9956607617,XXXX XXXX 1571,Online scam,Fraud,High,Local Police,2026-04-28,Open
C0654,Citizen654,9874153375,XXXX XXXX 6560,Someone stole my bike,Theft,Medium,Local Police,2026-03-12,Open
C0655,Citizen655,9443559441,XXXX XXXX 4499,Neighbor attacked me,Assault,Medium,Local Police,2026-05-22,Open
C0656,Citizen656,9273866151,XXXX XXXX 8143,Bank account hacked,Cyber Crime,High,Local Police,2026-07-12,Open
C0657,Citizen657,9060319665,XXXX XXXX 1210,Someone stole my bike,Theft,Medium,Local Police,2026-04-25,Open
C0658,Citizen658,9644407336,XXXX XXXX 6473,Someone stole my bike,Theft,Medium,Local Police,2026-01-01,Open
C0659,Citizen659,9906727758,XXXX XXXX 9437,Someone stole my bike,Theft,Medium,Local Police,2026-02-16,Open
C0660,Citizen660,9935105983,XXXX XXXX 1326,Neighbor attacked me,Assault,Medium,Local Police,2026-03-24,Open
C0661,Citizen661,9202477049,XXXX XXXX 9262,Someone stole my bike,Theft,Medium,Local Police,2026-07-11,Open
C0662,Citizen662,9854062512,XXXX XXXX 8394,Someone stole my bike,Theft,Medium,Local Police,2026-02-07,Open
C0663,Citizen663,9066203668,XXXX XXXX 3605,Online scam,Fraud,High,Local Police,2026-03-28,Open
C0664,Citizen664,9266170639,XXXX XXXX 4144,My car was stolen,Vehicle Theft,Medium,Local Police,2026-02-24,Open
C0665,Citizen665,9811301687,XXXX XXXX 2256,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-26,Open
C0666,Citizen666,9493311300,XXXX XXXX 4162,Someone stole my bike,Theft,Medium,Local Police,2026-04-28,Open
C0667,Citizen667,9204666874,XXXX XXXX 8545,Bank account hacked,Cyber Crime,High,Local Police,2026-01-14,Open
C0668,Citizen668,9189556763,XXXX XXXX 1020,Bank account hacked,Cyber Crime,High,Local Police,2026-04-01,Open
C0669,Citizen669,9721760951,XXXX XXXX 6286,My car was stolen,Vehicle Theft,Medium,Local Police,2026-05-18,Open
C0670,Citizen670,9724980829,XXXX XXXX 2254,Online scam,Fraud,High,Local Police,2026-07-16,Open
C0671,Citizen671,9015378693,XXXX XXXX 4725,Bank account hacked,Cyber Crime,High,Local Police,2026-06-22,Open
C0672,Citizen672,9386640797,XXXX XXXX 3683,Someone stole my bike,Theft,Medium,Local Police,2026-02-27,Open
C0673,Citizen673,9819922774,XXXX XXXX 5219,Someone stole my bike,Theft,Medium,Local Police,2026-05-05,Open
C0674,Citizen674,9709421098,XXXX XXXX 9599,Neighbor attacked me,Assault,Medium,Local Police,2026-06-10,Open
C0675,Citizen675,9831236533,XXXX XXXX 9165,My car was stolen,Vehicle Theft,Medium,Local Police,2026-01-04,Open
C0676,Citizen676,9482003038,XXXX XXXX 1600,Bank account hacked,Cyber Crime,High,Local Police,2026-01-21,Open
C0677,Citizen677,9970502755,XXXX XXXX 7897,Online scam,Fraud,High,Local Police,2026-07-16,Open
C0678,Citizen678,9596799151,XXXX XXXX 3276,Neighbor attacked me,Assault,Medium,Local Police,2026-03-12,Open
C0679,Citizen679,9267423006,XXXX XXXX 3421,Online scam,Fraud,High,Local Police,2026-05-21,Open
C0680,Citizen680,9420129238,XXXX XXXX 5080,Someone stole my bike,Theft,Medium,Local Police,2026-02-11,Open
C0681,Citizen681,9659011743,XXXX XXXX 9947,Bank account hacked,Cyber Crime,High,Local Police,2026-04-24,Open
C0682,Citizen682,9128172101,XXXX XXXX 2479,Neighbor attacked me,Assault,Medium,Local Police,2026-05-25,Open
C0683,Citizen683,9277485933,XXXX XXXX 1625,Neighbor attacked me,Assault,Medium,Local Police,2026-06-14,Open
C0684,Citizen684,9349826640,XXXX XXXX 3001,Online scam,Fraud,High,Local Police,2026-01-24,Open
C0685,Citizen685,9341037819,XXXX XXXX 1814,Someone stole my bike,Theft,Medium,Local Police,2026-05-28,Open
C0686,Citizen686,9435659900,XXXX XXXX 8082,Neighbor attacked me,Assault,Medium,Local Police,2026-03-01,Open
C0687,Citizen687,9633960512,XXXX XXXX 6031,Neighbor attacked me,Assault,Medium,Local Police,2026-04-08,Open
C0688,Citizen688,9566412011,XXXX XXXX 9323,Someone stole my bike,Theft,Medium,Local Police,2026-03-19,Open
C0689,Citizen689,9331449078,XXXX XXXX 9765,Neighbor attacked me,Assault,Medium,Local Police,2026-07-20,Open
C0690,Citizen690,9613045362,XXXX XXXX 4166,Neighbor attacked me,Assault,Medium,Local Police,2026-01-07,Open
C0691,Citizen691,9612017475,XXXX XXXX 4413,Someone stole my bike,Theft,Medium,Local Police,2026-03-03,Open
C0692,Citizen692,9877158984,XXXX XXXX 4773,Someone stole my bike,Theft,Medium,Local Police,2026-05-05,Open
C0693,Citizen693,9526308912,XXXX XXXX 5647,Online scam,Fraud,High,Local Police,2026-07-18,Open
C0694,Citizen694,9858762834,XXXX XXXX 4529,Someone stole my bike,Theft,Medium,Local Police,2026-02-06,Open
C0695,Citizen695,9672169143,XXXX XXXX 3656,Online scam,Fraud,High,Local Police,2026-03-16,Open
C0696,Citizen696,9063504079,XXXX XXXX 4345,Online scam,Fraud,High,Local Police,2026-04-16,Open
C0697,Citizen697,9093783803,XXXX XXXX 5364,Someone stole my bike,Theft,Medium,Local Police,2026-03-16,Open
C0698,Citizen698,9670846671,XXXX XXXX 1233,Someone stole my bike,Theft,Medium,Local Police,2026-02-26,Open
C0699,Citizen699,9548611052,XXXX XXXX 7639,Online scam,Fraud,High,Local Police,2026-06-24,Open
C0700,Citizen700,9759618295,XXXX XXXX 9758,My car was stolen,Vehicle Theft,Medium,Local Police,2026-03-08,Open
C0701,Citizen701,9127317917,XXXX XXXX 5518,Neighbor attacked me,Assault,Medium,Local Police,2026-06-12,Open
C0702,Citizen702,9882378481,XXXX XXXX 7113,Online scam,Fraud,High,Local Police,2026-07-02,Open
C0703,Citizen703,9286752014,XXXX XXXX 8763,Bank account hacked,Cyber Crime,High,Local Police,2026-06-02,Open
C0704,Citizen704,9998266234,XXXX XXXX 2554,My car was stolen,Vehicle Theft,Medium,Local Police,2026-07-25,Open
C0705,Citizen705,9525851561,XXXX XXXX 2134,Online scam,Fraud,High,Local Police,2026-01-03,Open
C0706,Citizen706,9109902387,XXXX XXXX 8527,Bank account hacked,Cyber Crime,High,Local Police,2026-02-27,Open
C0707,Citizen707,9126692988,XXXX XXXX 2902,Neighbor attacked me,Assault,Medium,Local Police,2026-06-09,Open
